id_projet,nom_projet,type_projet,budget_estime,budget_reel,duree_estimee,duree_reelle,retard,incident_qualite,incident_securite,materiaux_defectueux,conditions_meteo
4a33c82b,Johnson Ltd,Route,667640.38,746927.7265300486,387,354.1592737694758,0,6,0,5.4,Bonnes
7b7a844a,"Johnson, Giles and Robinson",Pont,1313679.3,1945887.2333680151,390,461.3023299213279,71,11,10,13.35,Bonnes
bec41e2d,Gilbert-Bush,Bâtiment,2704447.54,3528694.751098111,188,215.44054124290793,27,17,9,0.89,Bonnes
ee069083,Clay and Sons,Pont,4438642.56,4680897.3145467155,484,487.8363031264275,3,1,3,10.45,Moyennes
2512363c,Christensen Inc,Bâtiment,1828707.83,1495913.4486809457,391,543.2583648128668,152,11,2,12.82,Bonnes
0dcefe38,Cox Ltd,Bâtiment,898841.0,1015293.8366737374,283,414.1797837775195,131,9,9,11.92,Moyennes
8b6cc35c,Harris-Bennett,Bâtiment,866999.1,1132814.7667005262,601,556.6882775651939,0,16,5,2.22,Bonnes
126d03e7,Scott Group,Bâtiment,4027928.32,3276997.895204329,486,434.37820268454936,0,18,7,9.23,Moyennes
b9516a2b,Harvey LLC,Bâtiment,2822453.15,3482199.2530872705,349,445.9333607653192,96,19,6,10.21,Mauvaises
dc8354f9,Thompson Inc,Route,3036480.0,3965206.9899204834,555,825.1846826931379,270,7,4,8.67,Moyennes
0589b86c,Howell-Jarvis,Pont,1649769.37,1711529.868445714,614,824.5946973611927,210,13,0,6.16,Bonnes
b66ffd56,Sampson-Miranda,Pont,262974.54,219651.41340797234,156,161.1493302951122,5,2,1,1.41,Moyennes
7442c8f5,Gardner-Anderson,Route,2371768.94,3015945.1893871846,118,155.5593029635492,37,13,7,2.95,Bonnes
2610774a,"Wheeler, Hoffman and Juarez",Route,2622363.89,2668926.185552047,686,709.1744041311891,23,6,5,1.74,Mauvaises
47de9f63,Edwards and Sons,Pont,3557961.45,3845395.294505082,427,612.8375296246447,185,2,0,9.55,Moyennes
ed807a28,"Hall, Brown and West",Pont,2414662.69,2545167.3139263443,164,241.49203617057245,77,14,0,6.26,Bonnes
1d388204,"Thomas, Foster and Mathis",Route,3691278.63,4475623.737260807,44,54.18831062933745,10,17,3,7.06,Bonnes
7d0f76b5,Wilkinson LLC,Route,2112204.19,2954306.417207848,296,317.5506160341543,21,5,4,0.97,Bonnes
828373fe,Martin Inc,Route,1553194.1,2032195.342406404,541,693.8451461821958,152,10,6,12.95,Mauvaises
3eecfdf5,Williams-King,Bâtiment,1076395.89,1148792.7774581376,318,288.084381510025,0,2,0,3.34,Bonnes
4890ca50,"Meza, Olson and Trevino",Bâtiment,4108741.82,6117010.440334027,644,618.8886571621333,0,14,0,11.48,Bonnes
036838b8,"Schwartz, Nelson and Morris",Bâtiment,4226874.94,6201244.725531786,291,293.9696294790247,2,5,0,10.44,Moyennes
1f47854d,Pierce Ltd,Pont,3954674.39,4681152.081800235,179,178.87774993255178,0,11,2,0.78,Bonnes
2d920a7c,Kramer Group,Route,2772122.54,3129660.755301183,729,938.7111673544373,209,0,6,14.59,Bonnes
d5afd5bf,Ramos-Cannon,Route,1418783.7,1906340.3129369884,303,397.23437987238566,94,15,6,7.82,Bonnes
91bb4abc,Hernandez Ltd,Route,4749676.02,5088274.066252674,158,213.2888942851331,55,11,2,9.88,Bonnes
a4af7251,Gates-Stark,Route,3199406.14,4123423.968551148,217,252.47567798476604,35,15,1,7.85,Mauvaises
75c4d8e6,"Collins, Berry and Peterson",Pont,205489.71,257331.30441494504,484,705.4070288004738,221,10,3,12.86,Mauvaises
0b77ee35,Guerrero-Hayes,Pont,2993592.39,2918615.6186046344,297,417.04481238570276,120,20,6,12.82,Moyennes
51a28869,"Austin, Patrick and Morris",Pont,4372540.22,4717623.224193323,245,326.0883490260283,81,4,5,10.49,Moyennes
8aa03ff6,Williams Inc,Route,3777644.71,4270412.070477067,120,148.80992341231476,28,1,3,4.74,Bonnes
73d81e75,"Massey, Black and Mayer",Pont,3613730.5,4305103.780459283,270,309.0823316496994,39,7,3,8.6,Bonnes
9806faa0,"Lewis, Perry and Gardner",Pont,2358418.44,2904520.7161351903,202,277.04549102494803,75,16,3,0.41,Moyennes
ec936330,"Leach, Shaw and Miles",Route,770041.12,981349.1001543145,121,177.40064806320348,56,1,6,5.14,Bonnes
31f47e50,"Stewart, Clements and Davenport",Bâtiment,1047679.49,1538366.8540197143,164,211.81373152716145,47,17,0,1.96,Moyennes
51a85fef,Harding LLC,Pont,1155270.3,1672387.3736525285,390,396.78540453432424,6,9,0,9.31,Bonnes
f61f43bd,Mayo Ltd,Pont,4867181.39,7014721.932460627,730,706.8679412891767,0,14,7,3.83,Mauvaises
5609abe0,Wood and Sons,Route,97007.62,87669.5011712104,696,814.7561176379269,118,2,3,9.08,Mauvaises
533bf2b4,Yang-Kim,Bâtiment,527542.36,657400.8139690894,620,769.6599194348145,149,9,7,12.13,Moyennes
69aadf57,"Kirk, Rodriguez and Simpson",Route,3532905.36,4134444.421103223,620,723.1118737656345,103,4,1,9.01,Mauvaises
d2aa44cf,Smith-Martin,Route,3492049.32,3723624.8035905627,702,765.5048278563189,63,14,4,11.45,Bonnes
3c4230ad,Thomas Group,Bâtiment,3602451.09,4997281.51344178,170,247.6702165180752,77,0,3,13.88,Mauvaises
95ca6356,Montes Inc,Pont,1923605.22,2628667.3359945794,509,481.5861897444536,0,6,7,1.59,Moyennes
99dec977,Stephens-Nelson,Route,4307978.64,3778609.082515836,451,653.8442431716265,202,3,3,5.32,Bonnes
4f35b02a,"Bates, Russell and Ellis",Pont,633168.81,781512.5545733564,387,350.0944467744394,0,8,0,11.5,Mauvaises
62944512,"Richard, Valdez and Wilson",Route,4208501.22,5878178.458460002,297,411.858259583381,114,12,6,6.68,Bonnes
6e4aa350,Cline Inc,Bâtiment,2276528.0,2305080.5937086847,534,781.9718475573584,247,16,2,3.77,Moyennes
049bd0f3,Mahoney-Foster,Pont,667286.81,682503.230904844,299,287.0551409695267,0,11,0,1.71,Bonnes
7a012c65,White-Henderson,Pont,3073475.83,3533629.807062987,533,750.5169835579313,217,16,5,7.67,Mauvaises
133ddd0b,Hutchinson-Garcia,Bâtiment,2679476.23,4018711.200551862,465,640.0606053501504,175,11,7,6.11,Mauvaises
be7b6147,"Henry, Webb and Richardson",Pont,497460.09,490083.75891276303,221,210.4671270228593,0,19,1,7.37,Moyennes
2130ef70,"Brown, Wallace and Hancock",Bâtiment,2102036.44,2270891.7342411173,307,384.4558805775337,77,9,5,10.04,Mauvaises
92397b16,Wagner Ltd,Bâtiment,850624.49,964130.9195884045,292,327.10820582022865,35,9,2,3.1,Mauvaises
93cbe5c6,Williams and Sons,Bâtiment,223564.36,291457.98352371814,591,569.0882561338666,0,10,9,3.08,Moyennes
6f85f5f9,Perez Inc,Route,2078539.98,3027169.7617777144,348,336.0259357596861,0,20,6,7.29,Moyennes
5ab0f4b3,"Maynard, Dixon and Robertson",Pont,4406976.04,4607391.061489393,605,612.4417880233217,7,16,8,2.82,Mauvaises
d56b922f,"Ibarra, Hughes and Nguyen",Pont,4569524.46,4865390.535861376,400,380.48477971914855,0,7,5,9.41,Mauvaises
9a9015f8,Reyes-Turner,Bâtiment,3023091.6,4075571.7543085455,592,614.9510911175043,22,20,0,4.44,Bonnes
7da341ba,Nelson-Lopez,Pont,1575770.09,1497416.373400864,455,488.59060956505255,33,1,9,14.87,Bonnes
ef621c0a,Morales and Sons,Pont,3876868.6,3202944.218053963,458,367.59156468093613,0,12,7,8.15,Bonnes
bc6a3a92,"Love, Stanley and Gutierrez",Bâtiment,2726915.32,3487388.7799658165,505,485.51237158991216,0,0,1,9.29,Mauvaises
71bea4cc,"Nash, Acosta and Rodriguez",Bâtiment,4280002.38,5760714.732951538,547,625.5925316406693,78,10,6,3.89,Moyennes
a2a3dbae,Russell Inc,Bâtiment,2576672.93,2806510.3793254825,551,462.7576647922998,0,17,10,12.9,Mauvaises
81128b38,"Boyd, Rojas and Poole",Route,4147059.02,4078337.5704257437,724,586.8140108459585,0,14,10,6.15,Bonnes
17e52903,Cohen-Bass,Bâtiment,1723376.55,2291108.609834641,627,906.8243866285779,279,8,9,2.59,Bonnes
1a535b29,Medina and Sons,Pont,4091031.1,4195984.665365859,520,420.41403996717685,0,14,0,9.72,Mauvaises
ecde0898,"Nunez, Mcconnell and Valenzuela",Route,945204.5,943446.6728889123,314,398.5211824194384,84,17,8,8.02,Bonnes
a6ab19e4,Davis-Gomez,Route,4242214.53,5342299.867281032,515,553.5309432249447,38,15,5,8.82,Bonnes
912e197e,"Williams, Ward and Henry",Route,3242986.08,3967073.7950629713,583,498.24119562690265,0,19,6,7.68,Moyennes
975e4608,Gonzalez-Brown,Pont,3298872.68,4517764.554456246,632,597.495182466394,0,0,0,4.19,Moyennes
5f3aad07,Neal Group,Pont,3385647.5,3068146.814086823,280,276.51907156711104,0,2,6,12.33,Bonnes
55f621ef,"Atkinson, Ponce and White",Bâtiment,2874479.21,3690223.0474927635,131,163.29183935385387,32,2,8,11.7,Bonnes
db10db4d,Price-Foster,Route,3601861.18,4549586.194211317,391,430.3911507614622,39,6,10,5.11,Mauvaises
f321681e,Knight-Johnson,Pont,4760136.24,5643209.251783546,360,317.0837728594332,0,0,4,9.71,Moyennes
c2db5f8b,"Moore, Jones and Rocha",Pont,4134360.6,5911104.064177562,709,861.296700260189,152,16,7,1.28,Bonnes
043e104c,Hodge-Stark,Bâtiment,2464931.21,2809544.849237988,212,301.55410241982855,89,1,0,9.79,Bonnes
70e8e59d,Henry-Lindsey,Bâtiment,965341.94,1288377.6540429136,219,228.63836723100115,9,11,6,2.09,Bonnes
b27fc80d,Jones-Benson,Pont,1468792.13,1750728.7397227355,400,590.0840447781001,190,4,2,2.09,Mauvaises
20b93e01,Bryant-Vazquez,Bâtiment,1146566.39,1675572.923354219,220,284.37242473585263,64,4,7,12.16,Moyennes
749fa877,Wheeler-Horton,Pont,3389995.99,3221836.68576662,190,283.4236470008639,93,20,2,10.8,Bonnes
6b7722a4,Gill-Meyer,Pont,4401649.35,3605725.8425581665,224,240.49279795160945,16,19,5,9.92,Mauvaises
9cb56c17,"Richard, Hayes and Alvarez",Route,2541690.55,2643539.546222973,630,797.8261893992205,167,15,3,12.46,Mauvaises
2895302a,Harper-Sutton,Bâtiment,1564658.45,1879810.6836366209,529,583.6665423304112,54,7,10,2.45,Mauvaises
311694df,"Shields, Atkins and Noble",Route,4011526.66,4702439.253606998,288,367.3824114995742,79,8,5,5.26,Bonnes
9506afa9,Cain-Young,Route,2170283.99,1736667.5162892765,444,469.7175693132518,25,4,9,1.97,Mauvaises
9a0f5aa3,"Mann, Chang and Flores",Pont,4313950.78,4543834.849009944,79,115.79812551553836,36,19,9,1.62,Moyennes
84820802,"Nelson, Gordon and Nelson",Bâtiment,4250193.71,5467820.955493348,260,335.72889978324446,75,18,5,3.87,Bonnes
b8d0b0f8,"Smith, Ryan and Moore",Bâtiment,2674754.02,2628260.4339559874,316,394.2349936069702,78,20,9,5.97,Bonnes
65ed4a89,Lozano-Ortega,Route,4393909.01,4367280.976780201,213,279.48349720914734,66,11,3,11.44,Moyennes
0d0476ae,Pennington-Hall,Bâtiment,2792595.68,2913110.53874088,649,540.8314698120297,0,10,3,9.48,Moyennes
101f289c,Joyce-Bailey,Route,4734515.76,3882119.7069009077,190,273.17035716202554,83,6,4,6.21,Mauvaises
d3148180,Harris-Payne,Bâtiment,1434108.75,1705082.7101908347,605,614.5127171029351,9,20,7,0.15,Mauvaises
f0de1ed8,Morton Inc,Bâtiment,2300367.73,3103657.0921441326,148,192.64298801074958,44,20,8,13.67,Mauvaises
f9a9745e,"Khan, Harvey and Walker",Pont,387043.09,423510.2201787914,364,343.84101664528094,0,17,7,11.93,Moyennes
1393b142,Nelson-Smith,Route,2447630.16,2850055.801076209,472,571.9689413705219,99,2,1,2.42,Mauvaises
48c9d70f,Snow Group,Pont,4903039.0,6934349.839091562,634,907.2587640441125,273,1,10,2.14,Bonnes
0f4530f3,Mcbride and Sons,Bâtiment,3097528.23,3046827.7225079066,688,747.7443036339429,59,9,9,4.59,Moyennes
e4978234,Hudson LLC,Bâtiment,2791218.41,4062968.4750949563,511,712.1196627357949,201,8,5,0.66,Mauvaises
307bc3bc,"Mayo, Hernandez and Friedman",Bâtiment,2322818.91,2532901.146741941,334,365.1307456026038,31,12,0,4.29,Mauvaises
ffb854ff,Thompson Group,Pont,3856327.26,3762058.463565064,296,442.0535020789642,146,13,2,1.31,Mauvaises
235d3987,Bell-Perez,Bâtiment,1289445.71,1300068.8133751648,350,424.83880919488547,74,0,10,0.54,Moyennes
0009a0ec,Jensen and Sons,Bâtiment,1971860.71,2706411.848648508,128,138.03428210265332,10,11,6,5.76,Bonnes
b7832b30,Bass Ltd,Bâtiment,2239444.63,2037123.7426359246,552,725.5215214629914,173,0,3,14.79,Mauvaises
df757bab,"Lloyd, Jones and Perkins",Bâtiment,1203248.09,1448822.4219226576,528,426.94359168192136,0,11,8,5.5,Moyennes
7e097161,Rodgers Group,Pont,332794.76,352171.8780876592,53,74.71503456859026,21,10,8,7.69,Mauvaises
3b5378dc,Howard Inc,Route,2005286.23,1853355.4338900899,692,760.8935144655959,68,0,1,13.85,Moyennes
84a7b230,Chandler-Santiago,Route,2734293.06,3173913.3800298977,224,326.76580200059965,102,6,10,5.81,Mauvaises
9f4937e5,"Brooks, Park and Roberson",Pont,2708312.67,3236210.9993962343,332,491.81185804762737,159,9,9,9.32,Bonnes
13b63213,Gibbs and Sons,Bâtiment,4252872.5,6072277.189473324,671,636.8038799444389,0,6,5,9.34,Mauvaises
cfc4620b,Cooper-Flores,Pont,3110327.73,3971161.169745743,41,41.13019718634703,0,12,1,5.84,Moyennes
8bfe6440,Holmes PLC,Pont,3088908.55,2942862.6120150825,399,584.4802315437937,185,2,2,4.04,Moyennes
23a464db,Nunez LLC,Bâtiment,772127.55,1024056.2110796404,123,151.5966143838979,28,12,7,11.07,Bonnes
eb7c635d,White-Carroll,Route,4088322.64,3984039.9534699144,270,244.51257216976805,0,0,3,1.56,Moyennes
495cf311,Jones-Mack,Pont,4999862.03,5480092.3823521985,180,259.60010765345794,79,12,1,5.44,Mauvaises
c4674322,Garcia-Barron,Pont,135737.41,198922.8466417476,269,396.93039902839996,127,15,8,4.78,Moyennes
c4a9f026,"Pitts, Coleman and Ochoa",Pont,4141062.48,4368060.462348024,541,485.3803221319639,0,20,5,12.13,Moyennes
a0e4da04,"Hopkins, Garcia and Stokes",Bâtiment,4331163.16,4021500.1007842124,387,424.6510629026049,37,14,5,0.97,Moyennes
153f6cd0,Weaver Group,Pont,4986417.73,6115985.287641738,92,121.31588351446656,29,9,6,13.22,Moyennes
ead854d5,Williams Group,Pont,2865475.23,2808225.5548943216,210,169.86111708540383,0,17,1,14.33,Mauvaises
5c9bb18e,"Miller, Murphy and Mueller",Pont,784082.04,1121309.6290128005,480,460.4372223315354,0,14,0,11.83,Bonnes
423b2d32,"Alvarado, Nash and Mann",Bâtiment,3267642.94,2821559.92520085,606,551.9238065064746,0,3,7,10.77,Moyennes
2e4cb9fa,Wang PLC,Bâtiment,204543.19,254616.12025233934,73,61.767438083932916,0,1,6,3.33,Bonnes
fc2893a4,"Chavez, Kim and Rios",Bâtiment,193300.48,215815.34783348435,558,779.6969933487942,221,7,6,1.61,Moyennes
245e94cb,"Thompson, Morgan and Erickson",Pont,3728033.03,3880320.2728850823,479,538.391119240512,59,4,6,6.12,Bonnes
8cb1cb6d,Johnson and Sons,Pont,3144950.4,2795297.111906818,629,667.2573082425205,38,16,2,3.21,Bonnes
6e2a8d95,Taylor Ltd,Bâtiment,577397.84,821322.639117295,523,716.0912645723183,193,14,0,2.41,Moyennes
575d80a1,"Phillips, Wilson and Perry",Pont,3764911.5,3333865.0166177033,591,729.2349795026777,138,16,7,2.97,Bonnes
374f4ef2,Simmons PLC,Route,1314039.98,1069801.0324808895,242,345.6655711791114,103,15,3,0.45,Bonnes
a0b05a4c,Green-Mueller,Bâtiment,3610674.41,3677312.6117677684,222,219.7278787827699,0,5,10,1.82,Bonnes
7fee7d09,Powell PLC,Route,3165092.5,3192396.0244502192,368,382.788057003404,14,8,3,9.97,Moyennes
94e86bc7,"Holmes, Nunez and Palmer",Route,2034036.75,2793208.867707615,298,265.15215025929996,0,6,1,6.21,Bonnes
18831a76,Ponce-Marshall,Pont,3719093.71,3986971.8522016383,277,266.9980201273579,0,4,3,3.53,Moyennes
4835c9fa,Kelly-Austin,Pont,398075.26,579594.6145070309,502,528.6965082958307,26,18,10,4.37,Mauvaises
9bf19ae8,"Price, Tapia and Harrell",Pont,3655447.87,4866530.564960579,398,501.21938457258096,103,3,7,7.12,Moyennes
e7d631a1,Esparza-Gardner,Pont,2271493.21,2760467.786321695,461,411.3555626537694,0,16,4,7.8,Bonnes
11d000d7,"Cantu, Charles and Ritter",Pont,1937403.31,2240542.5899291765,343,433.91620390883855,90,0,3,6.79,Moyennes
9c8f4fb3,Lane-Wyatt,Route,2897583.65,4076122.886404356,335,271.5190098999524,0,13,7,10.17,Moyennes
e89d17b0,Lawson-Mendez,Route,3633283.24,3570071.859473377,186,263.54390734612304,77,4,10,12.93,Mauvaises
3c259355,Lyons-Jordan,Pont,4862016.1,6201071.804802829,315,366.65845665926844,51,9,7,4.82,Mauvaises
1c868508,Oneal and Sons,Route,4351128.2,4663423.158540472,516,492.4353635063295,0,3,10,9.01,Bonnes
08757e9c,Thompson and Sons,Route,3945278.5,4127286.381113669,119,110.4719018308754,0,4,2,11.74,Mauvaises
07da98ce,"Brown, Caldwell and Jefferson",Pont,1382101.42,1651507.8500646215,453,584.8354571514087,131,18,2,9.06,Mauvaises
79ea50d3,"Mccall, Henry and Campbell",Pont,1180433.67,1477297.9943680516,275,399.7123050014145,124,18,10,8.16,Mauvaises
babb031c,Anderson Group,Pont,1306699.9,1449761.5438335042,211,312.81870397244256,101,5,7,8.24,Mauvaises
b2d34294,"Evans, Cross and Duncan",Pont,97284.61,128214.93795156889,359,478.27160892071936,119,3,2,11.78,Moyennes
0a3f0454,"Wood, Serrano and Simpson",Route,702943.21,1037913.7252190773,382,523.5758898994828,141,8,7,1.36,Bonnes
0e90c2ca,"Martinez, Quinn and Nelson",Pont,933900.32,777801.5110883957,577,802.3045608173508,225,14,6,3.95,Moyennes
5079bcc9,Black Ltd,Bâtiment,360611.64,409924.8946005169,209,274.8386530845086,65,0,9,12.53,Bonnes
5f19234a,"Davis, Becker and Alexander",Bâtiment,4750572.77,5590378.022762973,38,45.914114600308636,7,10,7,1.11,Moyennes
5b10049d,Farrell LLC,Bâtiment,4804396.51,5755137.478873842,67,79.69818076206867,12,7,4,7.89,Moyennes
00bc5d7c,"Simon, White and Mitchell",Route,988471.71,1265888.7514939366,651,587.0159159858356,0,6,6,10.11,Moyennes
327d0c42,Booth-Taylor,Route,3829560.76,3242114.995770685,312,395.95766002196467,83,2,6,5.11,Bonnes
a63b13a9,"Rodriguez, Rhodes and Horn",Pont,4904602.53,7345213.188214163,640,582.540056323065,0,8,9,4.82,Bonnes
e2af2d25,Ward LLC,Bâtiment,1013096.36,944348.7363223116,522,465.4832336080914,0,8,6,14.63,Bonnes
c9a8a790,Harper-Clayton,Pont,1901301.73,2137999.5677207336,549,709.3643250856519,160,4,10,14.21,Mauvaises
e5e1b17a,Sims-Baker,Pont,1678660.61,1715559.818213179,76,64.38709050361071,0,8,0,7.82,Moyennes
fcab755f,Steele-Hooper,Route,2540783.82,2828091.6202493627,650,953.3663676539052,303,5,7,11.75,Moyennes
78a48033,"Hill, Evans and Bishop",Pont,590996.29,669889.5308781168,577,638.4244123144497,61,0,10,12.56,Mauvaises
4bc9e554,"Curtis, Goodman and Wallace",Route,475961.68,522742.13440294,59,55.183941760573,0,5,6,10.87,Moyennes
2922b6e4,Mitchell Ltd,Bâtiment,2882328.47,3444583.140458428,650,812.3271847407025,162,13,10,7.64,Moyennes
a5e95da5,"Waters, Schroeder and Mayer",Bâtiment,3239112.69,4295439.96575582,384,463.5744596471428,79,18,8,4.49,Bonnes
fada8046,Marquez Inc,Pont,4047440.9,4359661.317214916,318,398.5866165310666,80,14,10,5.19,Moyennes
74171f02,Bowen LLC,Bâtiment,339138.92,349406.0671320428,307,290.5628955577694,0,19,4,6.55,Mauvaises
05f08316,King-Short,Pont,2876771.05,3948443.495432868,690,906.7556074115861,216,5,0,4.95,Bonnes
0f5e8dc5,"Ritter, Davis and Curtis",Pont,1438895.89,1955735.5835901874,551,518.6308653021632,0,1,3,6.36,Moyennes
88258c6e,"Jenkins, Hudson and Thompson",Bâtiment,1399799.52,1956151.6701751235,401,426.2115822945261,25,4,2,12.41,Moyennes
594c03ee,Zimmerman-Carter,Pont,3576196.01,3569915.89844675,99,87.31886799302936,0,0,9,0.22,Moyennes
af1573ee,Parrish-Smith,Route,3854943.7,4333910.460630936,133,131.7378499669788,0,13,3,0.19,Moyennes
b5773d6c,Browning LLC,Route,3420780.86,3488908.804746347,326,349.77993060397006,23,12,0,13.1,Moyennes
e78aa1af,Hunter LLC,Bâtiment,2819954.92,3385215.2483628755,255,376.36865260084835,121,2,3,11.65,Bonnes
9137d61e,Taylor and Sons,Bâtiment,2367311.86,2264199.1093189763,72,106.66035109823734,34,12,5,11.94,Moyennes
ba460723,"Cannon, Gomez and Morris",Bâtiment,3646800.5,4080951.952507329,123,115.7724543911208,0,9,5,6.2,Bonnes
00d701af,"Fowler, Lopez and Nelson",Route,4197628.73,5942205.009265382,393,408.3469277182533,15,16,6,8.47,Bonnes
0d4ace47,"Romero, Day and Hughes",Pont,398461.33,452950.6933733882,524,424.1050202256207,0,4,3,1.98,Moyennes
4ac1658e,"Watkins, Moore and Charles",Pont,2582714.59,2238366.044996836,352,490.9439803393103,138,16,10,7.01,Mauvaises
91248365,Williams-Brown,Pont,51900.27,41600.840082427945,286,248.88716200906396,0,3,3,1.33,Bonnes
799321fa,"Hale, Snow and Walker",Route,3495169.7,4681049.580070705,219,177.13602893794715,0,19,9,7.6,Bonnes
83ad037c,"Nelson, Allen and Patterson",Route,3849735.49,4504232.677037873,664,560.845163975626,0,18,10,12.56,Bonnes
43fd6926,Hayes Inc,Route,4316448.91,3563040.9209717573,198,214.8192762796112,16,8,0,11.6,Mauvaises
cd254a09,"Hicks, Houston and Marshall",Route,4816100.45,5417623.286697075,471,541.9394093288906,70,3,5,10.6,Bonnes
64db4b9c,Mills-Barry,Bâtiment,2603899.73,3391311.6615638095,142,125.32933211673736,0,14,9,13.25,Bonnes
77bc95f5,Shaw-Cruz,Pont,4544820.44,4641458.8358699605,715,937.3661022214733,222,8,8,4.18,Bonnes
c4381114,"Garrison, Mathews and Drake",Route,2536115.72,2649735.694627634,469,647.7428563984448,178,20,8,4.09,Bonnes
b5e859c7,Boyer LLC,Bâtiment,4394094.9,4150396.613827734,507,622.4479809490513,115,16,3,10.96,Bonnes
9d70f290,"Nguyen, Taylor and Chapman",Route,2467144.63,3534365.7459072713,476,497.3508882361422,21,5,4,1.8,Mauvaises
e7be5d6b,Bernard LLC,Bâtiment,2284363.46,2650105.2940873383,405,465.1135630681056,60,9,2,7.47,Moyennes
f6f6723a,"Neal, Roberts and Schultz",Pont,4334499.58,6205691.5349986525,228,194.99157446485137,0,10,8,9.24,Bonnes
a8310d34,Hampton Ltd,Bâtiment,3009503.4,3446662.378617324,221,200.141116918768,0,16,7,9.01,Bonnes
9b892bc2,Carney-Wright,Bâtiment,4541082.3,5725257.6839226065,562,608.680873021011,46,14,3,7.88,Bonnes
e88c0d8b,Adams-Sanchez,Pont,2997399.82,4463273.657650396,575,570.6994864024408,0,13,1,3.7,Bonnes
5d6e1250,Hughes-Tucker,Pont,2969850.06,3263629.2301926673,134,123.64676774681966,0,9,2,11.11,Mauvaises
ece0889b,"Day, Bennett and Thomas",Route,4824359.83,6202404.867796236,431,383.28936331292437,0,15,6,4.82,Moyennes
11de15de,Snow-Gardner,Pont,4779521.54,5500933.672121465,429,452.46393774233417,23,4,6,5.55,Mauvaises
f988cc0d,Hampton-Carter,Bâtiment,2520013.33,2045794.8805102527,722,694.0506324728381,0,13,2,4.87,Moyennes
0ebd1fd9,"Mills, Lucas and Edwards",Route,1272975.24,1101689.018379032,204,256.9403425927379,52,12,8,14.3,Mauvaises
6f7a964a,"James, Dixon and Warren",Bâtiment,4780911.57,5188812.662946987,321,470.24388680659877,149,8,10,12.36,Moyennes
bce84d59,"Harper, Brooks and Vasquez",Pont,4857294.55,6771688.939232051,635,694.1786279922886,59,14,1,1.55,Bonnes
2a534045,"Ferrell, Webb and Ballard",Pont,681262.84,722581.7132843413,113,128.3412309142132,15,20,6,2.36,Bonnes
e7ccd49b,Hull-Hensley,Pont,3556345.1,5174858.963777596,626,857.6421528169647,231,19,10,14.24,Moyennes
d0ad9549,Johnson-Burton,Route,2659570.16,2609467.8510674774,353,343.85978699097194,0,10,6,9.05,Moyennes
cb6a4da4,"Li, Walker and Anderson",Route,2646414.28,2599164.536194066,484,448.8978492491082,0,0,10,6.03,Mauvaises
2d86aed3,Singleton-Copeland,Pont,2227369.71,2480866.4791396097,510,593.1163419674062,83,2,9,1.89,Mauvaises
28ff3fa3,"Lopez, Diaz and Mcgee",Route,1864266.46,2162878.847146352,542,793.570593247365,251,20,6,0.15,Moyennes
b46eef35,Mills Group,Bâtiment,1472014.96,2198437.0429026713,304,380.4666917051268,76,17,7,11.48,Mauvaises
87eee79f,Murray LLC,Bâtiment,3928198.18,5810281.124472274,137,134.24016565557508,0,19,7,3.28,Bonnes
732fb641,"Thomas, Coleman and Edwards",Route,4933280.51,6110009.405901599,355,371.045450292244,16,18,3,13.15,Mauvaises
865201db,Nelson PLC,Pont,3148206.66,4162598.022585602,68,64.4940069854722,0,11,0,13.42,Mauvaises
bd53cba6,"Hall, Chapman and Jones",Bâtiment,4560365.37,6477845.210695914,542,724.4248497684696,182,17,10,0.16,Moyennes
bc98bcab,Barajas and Sons,Pont,2984967.52,3475860.6238884735,588,697.2846929844832,109,19,3,5.54,Bonnes
638e4d5c,Villanueva-Moore,Route,4332137.98,3970903.8449137616,630,776.3938606279171,146,1,8,6.56,Bonnes
d3535afd,Cook-Duarte,Bâtiment,2892469.46,2569382.53024183,394,349.7702616523307,0,4,0,5.02,Mauvaises
9a1d0e06,"Ibarra, Simmons and Estrada",Pont,600200.13,515435.24517064274,506,643.2507020641863,137,9,5,13.17,Mauvaises
e9f375d4,Lee-Gonzalez,Bâtiment,1760925.29,2436797.609678989,346,299.9459774551784,0,8,2,13.74,Bonnes
41483d08,Kelly Inc,Pont,4248347.1,6323458.486209241,76,67.76227669630416,0,17,2,2.56,Mauvaises
cea672fe,"Baird, Reed and Pitts",Pont,69172.63,70592.18419396185,88,76.3257360312051,0,3,10,2.98,Mauvaises
57eb0628,Chapman-Lewis,Bâtiment,596993.32,613717.2500907155,279,409.1634768472851,130,5,7,7.03,Moyennes
d2004a15,Washington and Sons,Route,1770612.78,2536987.43432011,464,567.0739066165731,103,0,5,12.45,Bonnes
d56d7021,Osborne Ltd,Pont,751397.49,672162.0543559014,243,218.22596427858105,0,12,5,10.82,Bonnes
4285fb8b,Ford-Patterson,Bâtiment,3867561.11,3674492.2254088717,88,74.35420347964191,0,11,10,4.58,Mauvaises
6114a7bd,Mitchell LLC,Bâtiment,4893285.3,4969824.93114795,651,846.038079270814,195,10,5,8.25,Moyennes
722b469b,"Morales, Soto and Hunter",Route,4235514.5,3877445.1579961083,717,698.7314764864615,0,9,1,12.34,Bonnes
31eb028d,"Fox, Bradley and Juarez",Bâtiment,2696828.13,2732576.366356282,546,802.769089702664,256,14,5,0.14,Mauvaises
